dataset,sequence_identity,num_clusters
Fold08_200x_PE_samples_STRINGTIE,0.91,974
Fold08_200x_PE_samples_STRINGTIE,0.90,941
Fold08_200x_PE_samples_STRINGTIE,0.80,593
Fold08_200x_PE_samples_STRINGTIE,0.70,410
Fold08_200x_PE_samples_STRINGTIE,0.60,314
Fold08_200x_PE_samples_STRINGTIE,0.50,220
Fold08_200x_PE_samples_TRANSABBYS,1.00,2116
Fold08_200x_PE_samples_TRANSABBYS,0.99,1888
Fold08_200x_PE_samples_TRANSABBYS,0.98,1767
Fold08_200x_PE_samples_TRANSABBYS,0.97,1755
Fold08_200x_PE_samples_TRANSABBYS,0.96,1751
Fold08_200x_PE_samples_TRANSABBYS,0.95,1749
Fold08_200x_PE_samples_TRANSABBYS,0.94,1742
Fold08_200x_PE_samples_TRANSABBYS,0.93,1732
Fold08_200x_PE_samples_TRANSABBYS,0.92,1725
Fold08_200x_PE_samples_TRANSABBYS,0.91,1719
Fold08_200x_PE_samples_TRANSABBYS,0.90,1711
Fold08_200x_PE_samples_TRANSABBYS,0.80,1581
Fold08_200x_PE_samples_TRANSABBYS,0.70,1339
Fold08_200x_PE_samples_TRANSABBYS,0.60,1154
Fold08_200x_PE_samples_TRANSABBYS,0.50,686
Fold08_200x_PE_samples_TRINITY,1.00,1380
Fold08_200x_PE_samples_TRINITY,0.99,1341
Fold08_200x_PE_samples_TRINITY,0.98,1289
Fold08_200x_PE_samples_TRINITY,0.97,1207
Fold08_200x_PE_samples_TRINITY,0.96,1152
Fold08_200x_PE_samples_TRINITY,0.95,1104
Fold08_200x_PE_samples_TRINITY,0.94,1067
Fold08_200x_PE_samples_TRINITY,0.93,1036
Fold08_200x_PE_samples_TRINITY,0.92,1016
Fold08_200x_PE_samples_TRINITY,0.91,987
Fold08_200x_PE_samples_TRINITY,0.90,952
Fold08_200x_PE_samples_TRINITY,0.80,709
Fold08_200x_PE_samples_TRINITY,0.70,559
Fold08_200x_PE_samples_TRINITY,0.60,489
Fold08_200x_PE_samples_TRINITY,0.50,375
Fold09_200x_PE_samples_BINPACKER,1.00,725
Fold09_200x_PE_samples_BINPACKER,0.99,614
Fold09_200x_PE_samples_BINPACKER,0.98,562
Fold09_200x_PE_samples_BINPACKER,0.97,540
Fold09_200x_PE_samples_BINPACKER,0.96,522
Fold09_200x_PE_samples_BINPACKER,0.95,508
Fold09_200x_PE_samples_BINPACKER,0.94,500
Fold09_200x_PE_samples_BINPACKER,0.93,489
Fold09_200x_PE_samples_BINPACKER,0.92,480
Fold09_200x_PE_samples_BINPACKER,0.91,473
Fold09_200x_PE_samples_BINPACKER,0.90,466
Fold09_200x_PE_samples_BINPACKER,0.80,421
Fold09_200x_PE_samples_BINPACKER,0.70,387
Fold09_200x_PE_samples_BINPACKER,0.60,359
Fold09_200x_PE_samples_BINPACKER,0.50,263
Fold09_200x_PE_samples_BRIDGER,1.00,520
Fold09_200x_PE_samples_BRIDGER,0.99,482
Fold09_200x_PE_samples_BRIDGER,0.98,449
Fold09_200x_PE_samples_BRIDGER,0.97,437
Fold09_200x_PE_samples_BRIDGER,0.96,432
Fold09_200x_PE_samples_BRIDGER,0.95,424
Fold09_200x_PE_samples_BRIDGER,0.94,413
Fold09_200x_PE_samples_BRIDGER,0.93,405
Fold09_200x_PE_samples_BRIDGER,0.92,397
Fold09_200x_PE_samples_BRIDGER,0.91,393
Fold09_200x_PE_samples_BRIDGER,0.90,389
Fold09_200x_PE_samples_BRIDGER,0.80,359
Fold09_200x_PE_samples_BRIDGER,0.70,336
Fold09_200x_PE_samples_BRIDGER,0.60,306
Fold09_200x_PE_samples_BRIDGER,0.50,217
Fold09_200x_PE_samples_CSTONE,1.00,316
Fold09_200x_PE_samples_CSTONE,0.99,286
Fold09_200x_PE_samples_CSTONE,0.98,280
Fold09_200x_PE_samples_CSTONE,0.97,277
Fold09_200x_PE_samples_CSTONE,0.96,276
Fold09_200x_PE_samples_CSTONE,0.95,274
Fold09_200x_PE_samples_CSTONE,0.94,274
Fold09_200x_PE_samples_CSTONE,0.93,273
Fold09_200x_PE_samples_CSTONE,0.92,272
Fold09_200x_PE_samples_CSTONE,0.91,272
Fold09_200x_PE_samples_CSTONE,0.90,271
Fold09_200x_PE_samples_CSTONE,0.80,258
Fold09_200x_PE_samples_CSTONE,0.70,243
Fold09_200x_PE_samples_CSTONE,0.60,222
Fold09_200x_PE_samples_CSTONE,0.50,148
Fold09_200x_PE_samples_IDBA,1.00,446
Fold09_200x_PE_samples_IDBA,0.99,446
Fold09_200x_PE_samples_IDBA,0.98,443
Fold09_200x_PE_samples_IDBA,0.97,440
Fold09_200x_PE_samples_IDBA,0.96,435
Fold09_200x_PE_samples_IDBA,0.95,433
Fold09_200x_PE_samples_IDBA,0.94,431
Fold09_200x_PE_samples_IDBA,0.93,430
Fold09_200x_PE_samples_IDBA,0.92,428
Fold09_200x_PE_samples_IDBA,0.91,427
Fold09_200x_PE_samples_IDBA,0.90,418
Fold09_200x_PE_samples_IDBA,0.80,316
Fold09_200x_PE_samples_IDBA,0.70,257
Fold09_200x_PE_samples_IDBA,0.60,227
Fold09_200x_PE_samples_IDBA,0.50,190
Fold09_200x_PE_samples_MEGAHIT,1.00,476
Fold09_200x_PE_samples_MEGAHIT,0.99,472
Fold09_200x_PE_samples_MEGAHIT,0.98,470
Fold09_200x_PE_samples_MEGAHIT,0.97,468
Fold09_200x_PE_samples_MEGAHIT,0.96,464
Fold09_200x_PE_samples_MEGAHIT,0.95,459
Fold09_200x_PE_samples_MEGAHIT,0.94,453
Fold09_200x_PE_samples_MEGAHIT,0.93,449
Fold09_200x_PE_samples_MEGAHIT,0.92,447
Fold09_200x_PE_samples_MEGAHIT,0.91,446
Fold09_200x_PE_samples_MEGAHIT,0.90,440
Fold09_200x_PE_samples_MEGAHIT,0.80,331
Fold09_200x_PE_samples_MEGAHIT,0.70,261
Fold09_200x_PE_samples_MEGAHIT,0.60,231
Fold09_200x_PE_samples_MEGAHIT,0.50,189
Fold09_200x_PE_samples_MERGEPIPE,1.00,173664
Fold09_200x_PE_samples_MERGEPIPE,0.99,126819
Fold09_200x_PE_samples_MERGEPIPE,0.98,92309
Fold09_200x_PE_samples_MERGEPIPE,0.97,75779
Fold09_200x_PE_samples_MERGEPIPE,0.96,68305
Fold09_200x_PE_samples_MERGEPIPE,0.95,64456
Fold09_200x_PE_samples_MERGEPIPE,0.94,61747
Fold09_200x_PE_samples_MERGEPIPE,0.93,59786
Fold09_200x_PE_samples_MERGEPIPE,0.92,58230
Fold09_200x_PE_samples_MERGEPIPE,0.91,56746
Fold09_200x_PE_samples_MERGEPIPE,0.90,55452
Fold09_200x_PE_samples_MERGEPIPE,0.80,63910
Fold09_200x_PE_samples_MERGEPIPE,0.70,55436
Fold09_200x_PE_samples_MERGEPIPE,0.60,52146
Fold09_200x_PE_samples_MERGEPIPE,0.50,46705
Fold09_200x_PE_samples_PLASS,1.00,171684
Fold09_200x_PE_samples_PLASS,0.99,124605
Fold09_200x_PE_samples_PLASS,0.98,90565
Fold09_200x_PE_samples_PLASS,0.97,74220
Fold09_200x_PE_samples_PLASS,0.96,67127
Fold09_200x_PE_samples_PLASS,0.95,63351
Fold09_200x_PE_samples_PLASS,0.94,60662
Fold09_200x_PE_samples_PLASS,0.93,58858
Fold09_200x_PE_samples_PLASS,0.92,57482
Fold09_200x_PE_samples_PLASS,0.91,55778
Fold09_200x_PE_samples_PLASS,0.90,54560
Fold09_200x_PE_samples_PLASS,0.80,63346
Fold09_200x_PE_samples_PLASS,0.70,54473
Fold09_200x_PE_samples_PLASS,0.60,51299
Fold09_200x_PE_samples_PLASS,0.50,46202
Fold09_200x_PE_samples_RNABLOOM,1.00,8
Fold09_200x_PE_samples_RNABLOOM,0.99,8
Fold09_200x_PE_samples_RNABLOOM,0.98,8
Fold09_200x_PE_samples_RNABLOOM,0.97,8
Fold09_200x_PE_samples_RNABLOOM,0.96,8
Fold09_200x_PE_samples_RNABLOOM,0.95,8
Fold09_200x_PE_samples_RNABLOOM,0.94,8
Fold09_200x_PE_samples_RNABLOOM,0.93,8
Fold09_200x_PE_samples_RNABLOOM,0.92,8
Fold09_200x_PE_samples_RNABLOOM,0.91,8
Fold09_200x_PE_samples_RNABLOOM,0.90,8
Fold09_200x_PE_samples_RNABLOOM,0.80,7
Fold09_200x_PE_samples_RNABLOOM,0.70,7
Fold09_200x_PE_samples_RNABLOOM,0.60,7
Fold09_200x_PE_samples_RNABLOOM,0.50,6
Fold09_200x_PE_samples_SOAPDENOVO,1.00,678
Fold09_200x_PE_samples_SOAPDENOVO,0.99,678
Fold09_200x_PE_samples_SOAPDENOVO,0.98,678
Fold09_200x_PE_samples_SOAPDENOVO,0.97,678
Fold09_200x_PE_samples_SOAPDENOVO,0.96,678
Fold09_200x_PE_samples_SOAPDENOVO,0.95,678
Fold09_200x_PE_samples_SOAPDENOVO,0.94,677
Fold09_200x_PE_samples_SOAPDENOVO,0.93,671
Fold09_200x_PE_samples_SOAPDENOVO,0.92,666
Fold09_200x_PE_samples_SOAPDENOVO,0.91,661
Fold09_200x_PE_samples_SOAPDENOVO,0.90,659
Fold09_200x_PE_samples_SOAPDENOVO,0.80,627
Fold09_200x_PE_samples_SOAPDENOVO,0.70,582
Fold09_200x_PE_samples_SOAPDENOVO,0.60,513
Fold09_200x_PE_samples_SOAPDENOVO,0.50,338
Fold09_200x_PE_samples_SPADES,1.00,667
Fold09_200x_PE_samples_SPADES,0.99,666
Fold09_200x_PE_samples_SPADES,0.98,663
Fold09_200x_PE_samples_SPADES,0.97,661
Fold09_200x_PE_samples_SPADES,0.96,661
Fold09_200x_PE_samples_SPADES,0.95,658
Fold09_200x_PE_samples_SPADES,0.94,655
Fold09_200x_PE_samples_SPADES,0.93,648
Fold09_200x_PE_samples_SPADES,0.92,642
Fold09_200x_PE_samples_SPADES,0.91,636
Fold09_200x_PE_samples_SPADES,0.90,629
Fold09_200x_PE_samples_SPADES,0.80,524
Fold09_200x_PE_samples_SPADES,0.70,418
Fold09_200x_PE_samples_SPADES,0.60,366
Fold09_200x_PE_samples_SPADES,0.50,247
Fold09_200x_PE_samples_STRINGTIE,1.00,1460
Fold09_200x_PE_samples_STRINGTIE,0.99,1307
Fold09_200x_PE_samples_STRINGTIE,0.98,1225
Fold09_200x_PE_samples_STRINGTIE,0.97,1168
Fold09_200x_PE_samples_STRINGTIE,0.96,1124
Fold09_200x_PE_samples_STRINGTIE,0.95,1100
Fold09_200x_PE_samples_STRINGTIE,0.94,1067
Fold09_200x_PE_samples_STRINGTIE,0.93,1027
Fold09_200x_PE_samples_STRINGTIE,0.92,1001
Fold09_200x_PE_samples_STRINGTIE,0.91,969
Fold09_200x_PE_samples_STRINGTIE,0.90,935
Fold09_200x_PE_samples_STRINGTIE,0.80,597
Fold09_200x_PE_samples_STRINGTIE,0.70,406
Fold09_200x_PE_samples_STRINGTIE,0.60,331
Fold09_200x_PE_samples_STRINGTIE,0.50,212
Fold09_200x_PE_samples_TRANSABBYS,1.00,2081
Fold09_200x_PE_samples_TRANSABBYS,0.99,1876
Fold09_200x_PE_samples_TRANSABBYS,0.98,1765
Fold09_200x_PE_samples_TRANSABBYS,0.97,1762
Fold09_200x_PE_samples_TRANSABBYS,0.96,1755
Fold09_200x_PE_samples_TRANSABBYS,0.95,1749
Fold09_200x_PE_samples_TRANSABBYS,0.94,1744
Fold09_200x_PE_samples_TRANSABBYS,0.93,1738
Fold09_200x_PE_samples_TRANSABBYS,0.92,1732
Fold09_200x_PE_samples_TRANSABBYS,0.91,1727
Fold09_200x_PE_samples_TRANSABBYS,0.90,1716
Fold09_200x_PE_samples_TRANSABBYS,0.80,1593
Fold09_200x_PE_samples_TRANSABBYS,0.70,1343
Fold09_200x_PE_samples_TRANSABBYS,0.60,1174
Fold09_200x_PE_samples_TRANSABBYS,0.50,690
Fold09_200x_PE_samples_TRINITY,1.00,1332
Fold09_200x_PE_samples_TRINITY,0.99,1301
Fold09_200x_PE_samples_TRINITY,0.98,1242
Fold09_200x_PE_samples_TRINITY,0.97,1165
Fold09_200x_PE_samples_TRINITY,0.96,1108
Fold09_200x_PE_samples_TRINITY,0.95,1075
Fold09_200x_PE_samples_TRINITY,0.94,1041
Fold09_200x_PE_samples_TRINITY,0.93,1020
Fold09_200x_PE_samples_TRINITY,0.92,997
Fold09_200x_PE_samples_TRINITY,0.91,959
Fold09_200x_PE_samples_TRINITY,0.90,940
Fold09_200x_PE_samples_TRINITY,0.80,733
Fold09_200x_PE_samples_TRINITY,0.70,563
Fold09_200x_PE_samples_TRINITY,0.60,495
Fold09_200x_PE_samples_TRINITY,0.50,357
Fold10_200x_PE_samples_BINPACKER,1.00,657
Fold10_200x_PE_samples_BINPACKER,0.99,551
Fold10_200x_PE_samples_BINPACKER,0.98,518
Fold10_200x_PE_samples_BINPACKER,0.97,504
Fold10_200x_PE_samples_BINPACKER,0.96,485
Fold10_200x_PE_samples_BINPACKER,0.95,477
Fold10_200x_PE_samples_BINPACKER,0.94,473
Fold10_200x_PE_samples_BINPACKER,0.93,461
Fold10_200x_PE_samples_BINPACKER,0.92,454
Fold10_200x_PE_samples_BINPACKER,0.91,448
Fold10_200x_PE_samples_BINPACKER,0.90,443
Fold10_200x_PE_samples_BINPACKER,0.80,397
Fold10_200x_PE_samples_BINPACKER,0.70,361
Fold10_200x_PE_samples_BINPACKER,0.60,329
Fold10_200x_PE_samples_BINPACKER,0.50,233
Fold10_200x_PE_samples_BRIDGER,1.00,497
Fold10_200x_PE_samples_BRIDGER,0.99,466
Fold10_200x_PE_samples_BRIDGER,0.98,441
Fold10_200x_PE_samples_BRIDGER,0.97,427
Fold10_200x_PE_samples_BRIDGER,0.96,422
Fold10_200x_PE_samples_BRIDGER,0.95,416
Fold10_200x_PE_samples_BRIDGER,0.94,408
Fold10_200x_PE_samples_BRIDGER,0.93,400
Fold10_200x_PE_samples_BRIDGER,0.92,392
Fold10_200x_PE_samples_BRIDGER,0.91,390
Fold10_200x_PE_samples_BRIDGER,0.90,380
Fold10_200x_PE_samples_BRIDGER,0.80,346
Fold10_200x_PE_samples_BRIDGER,0.70,318
Fold10_200x_PE_samples_BRIDGER,0.60,286
Fold10_200x_PE_samples_BRIDGER,0.50,210
Fold10_200x_PE_samples_CSTONE,1.00,307
Fold10_200x_PE_samples_CSTONE,0.99,281
Fold10_200x_PE_samples_CSTONE,0.98,274
Fold10_200x_PE_samples_CSTONE,0.97,268
Fold10_200x_PE_samples_CSTONE,0.96,268
Fold10_200x_PE_samples_CSTONE,0.95,266
Fold10_200x_PE_samples_CSTONE,0.94,265
Fold10_200x_PE_samples_CSTONE,0.93,265
Fold10_200x_PE_samples_CSTONE,0.92,264
Fold10_200x_PE_samples_CSTONE,0.91,264
Fold10_200x_PE_samples_CSTONE,0.90,263
Fold10_200x_PE_samples_CSTONE,0.80,256
Fold10_200x_PE_samples_CSTONE,0.70,232
Fold10_200x_PE_samples_CSTONE,0.60,212
Fold10_200x_PE_samples_CSTONE,0.50,149
Fold10_200x_PE_samples_IDBA,1.00,409
Fold10_200x_PE_samples_IDBA,0.99,409
Fold10_200x_PE_samples_IDBA,0.98,405
Fold10_200x_PE_samples_IDBA,0.97,402
Fold10_200x_PE_samples_IDBA,0.96,400
Fold10_200x_PE_samples_IDBA,0.95,400
Fold10_200x_PE_samples_IDBA,0.94,394
Fold10_200x_PE_samples_IDBA,0.93,390
Fold10_200x_PE_samples_IDBA,0.92,388
Fold10_200x_PE_samples_IDBA,0.91,384
Fold10_200x_PE_samples_IDBA,0.90,376
Fold10_200x_PE_samples_IDBA,0.80,279
Fold10_200x_PE_samples_IDBA,0.70,228
Fold10_200x_PE_samples_IDBA,0.60,199
Fold10_200x_PE_samples_IDBA,0.50,169
Fold10_200x_PE_samples_MEGAHIT,1.00,461
Fold10_200x_PE_samples_MEGAHIT,0.99,450
Fold10_200x_PE_samples_MEGAHIT,0.98,444
Fold10_200x_PE_samples_MEGAHIT,0.97,440
Fold10_200x_PE_samples_MEGAHIT,0.96,436
Fold10_200x_PE_samples_MEGAHIT,0.95,433
Fold10_200x_PE_samples_MEGAHIT,0.94,429
Fold10_200x_PE_samples_MEGAHIT,0.93,425
Fold10_200x_PE_samples_MEGAHIT,0.92,422
Fold10_200x_PE_samples_MEGAHIT,0.91,417
Fold10_200x_PE_samples_MEGAHIT,0.90,413
Fold10_200x_PE_samples_MEGAHIT,0.80,313
Fold10_200x_PE_samples_MEGAHIT,0.70,252
Fold10_200x_PE_samples_MEGAHIT,0.60,229
Fold10_200x_PE_samples_MEGAHIT,0.50,198
Fold10_200x_PE_samples_MERGEPIPE,1.00,171322
Fold10_200x_PE_samples_MERGEPIPE,0.99,125222
Fold10_200x_PE_samples_MERGEPIPE,0.98,90608
Fold10_200x_PE_samples_MERGEPIPE,0.97,73722
Fold10_200x_PE_samples_MERGEPIPE,0.96,66603
Fold10_200x_PE_samples_MERGEPIPE,0.95,63005
Fold10_200x_PE_samples_MERGEPIPE,0.94,60158
Fold10_200x_PE_samples_MERGEPIPE,0.93,58469
Fold10_200x_PE_samples_MERGEPIPE,0.92,56781
Fold10_200x_PE_samples_MERGEPIPE,0.91,55443
Fold10_200x_PE_samples_MERGEPIPE,0.90,54062
Fold10_200x_PE_samples_MERGEPIPE,0.80,63329
Fold10_200x_PE_samples_MERGEPIPE,0.70,54691
Fold10_200x_PE_samples_MERGEPIPE,0.60,51334
Fold10_200x_PE_samples_MERGEPIPE,0.50,45424
Fold10_200x_PE_samples_PLASS,1.00,169491
Fold10_200x_PE_samples_PLASS,0.99,123038
Fold10_200x_PE_samples_PLASS,0.98,88871
Fold10_200x_PE_samples_PLASS,0.97,72429
Fold10_200x_PE_samples_PLASS,0.96,65318
Fold10_200x_PE_samples_PLASS,0.95,61707
Fold10_200x_PE_samples_PLASS,0.94,59016
Fold10_200x_PE_samples_PLASS,0.93,57306
Fold10_200x_PE_samples_PLASS,0.92,55742
Fold10_200x_PE_samples_PLASS,0.91,54389
Fold10_200x_PE_samples_PLASS,0.90,53026
Fold10_200x_PE_samples_PLASS,0.80,62768
Fold10_200x_PE_samples_PLASS,0.70,53963
Fold10_200x_PE_samples_PLASS,0.60,50297
Fold10_200x_PE_samples_PLASS,0.50,44741
Fold10_200x_PE_samples_RNABLOOM,1.00,2060
Fold10_200x_PE_samples_RNABLOOM,0.99,1976
Fold10_200x_PE_samples_RNABLOOM,0.98,1894
Fold10_200x_PE_samples_RNABLOOM,0.97,1795
Fold10_200x_PE_samples_RNABLOOM,0.96,1708
Fold10_200x_PE_samples_RNABLOOM,0.95,1643
Fold10_200x_PE_samples_RNABLOOM,0.94,1596
Fold10_200x_PE_samples_RNABLOOM,0.93,1561
Fold10_200x_PE_samples_RNABLOOM,0.92,1533
Fold10_200x_PE_samples_RNABLOOM,0.91,1493
Fold10_200x_PE_samples_RNABLOOM,0.90,1453
Fold10_200x_PE_samples_RNABLOOM,0.80,1115
Fold10_200x_PE_samples_RNABLOOM,0.70,845
Fold10_200x_PE_samples_RNABLOOM,0.60,719
Fold10_200x_PE_samples_RNABLOOM,0.50,552
Fold10_200x_PE_samples_SOAPDENOVO,1.00,677
Fold10_200x_PE_samples_SOAPDENOVO,0.99,677
Fold10_200x_PE_samples_SOAPDENOVO,0.98,677
Fold10_200x_PE_samples_SOAPDENOVO,0.97,677
Fold10_200x_PE_samples_SOAPDENOVO,0.96,676
Fold10_200x_PE_samples_SOAPDENOVO,0.95,676
Fold10_200x_PE_samples_SOAPDENOVO,0.94,675
Fold10_200x_PE_samples_SOAPDENOVO,0.93,672
Fold10_200x_PE_samples_SOAPDENOVO,0.92,666
Fold10_200x_PE_samples_SOAPDENOVO,0.91,661
Fold10_200x_PE_samples_SOAPDENOVO,0.90,659
Fold10_200x_PE_samples_SOAPDENOVO,0.80,633
Fold10_200x_PE_samples_SOAPDENOVO,0.70,590
Fold10_200x_PE_samples_SOAPDENOVO,0.60,522
Fold10_200x_PE_samples_SOAPDENOVO,0.50,350
Fold10_200x_PE_samples_SPADES,1.00,667
Fold10_200x_PE_samples_SPADES,0.99,663
Fold10_200x_PE_samples_SPADES,0.98,659
Fold10_200x_PE_samples_SPADES,0.97,656
Fold10_200x_PE_samples_SPADES,0.96,653
Fold10_200x_PE_samples_SPADES,0.95,650
Fold10_200x_PE_samples_SPADES,0.94,646
Fold10_200x_PE_samples_SPADES,0.93,640
Fold10_200x_PE_samples_SPADES,0.92,638
Fold10_200x_PE_samples_SPADES,0.91,631
Fold10_200x_PE_samples_SPADES,0.90,624
Fold10_200x_PE_samples_SPADES,0.80,516
Fold10_200x_PE_samples_SPADES,0.70,411
Fold10_200x_PE_samples_SPADES,0.60,353
Fold10_200x_PE_samples_SPADES,0.50,242
Fold10_200x_PE_samples_STRINGTIE,1.00,1459
Fold10_200x_PE_samples_STRINGTIE,0.99,1321
Fold10_200x_PE_samples_STRINGTIE,0.98,1220
Fold10_200x_PE_samples_STRINGTIE,0.97,1166
Fold10_200x_PE_samples_STRINGTIE,0.96,1122
Fold10_200x_PE_samples_STRINGTIE,0.95,1087
Fold10_200x_PE_samples_STRINGTIE,0.94,1060
Fold10_200x_PE_samples_STRINGTIE,0.93,1024
Fold10_200x_PE_samples_STRINGTIE,0.92,997
Fold10_200x_PE_samples_STRINGTIE,0.91,968
Fold10_200x_PE_samples_STRINGTIE,0.90,939
Fold10_200x_PE_samples_STRINGTIE,0.80,608
Fold10_200x_PE_samples_STRINGTIE,0.70,411
Fold10_200x_PE_samples_STRINGTIE,0.60,329
Fold10_200x_PE_samples_STRINGTIE,0.50,214
Fold10_200x_PE_samples_TRANSABBYS,1.00,2104
Fold10_200x_PE_samples_TRANSABBYS,0.99,1911
Fold10_200x_PE_samples_TRANSABBYS,0.98,1771
Fold10_200x_PE_samples_TRANSABBYS,0.97,1764
Fold10_200x_PE_samples_TRANSABBYS,0.96,1761
Fold10_200x_PE_samples_TRANSABBYS,0.95,1756
Fold10_200x_PE_samples_TRANSABBYS,0.94,1747
Fold10_200x_PE_samples_TRANSABBYS,0.93,1740
Fold10_200x_PE_samples_TRANSABBYS,0.92,1733
Fold10_200x_PE_samples_TRANSABBYS,0.91,1724
Fold10_200x_PE_samples_TRANSABBYS,0.90,1714
Fold10_200x_PE_samples_TRANSABBYS,0.80,1582
Fold10_200x_PE_samples_TRANSABBYS,0.70,1328
Fold10_200x_PE_samples_TRANSABBYS,0.60,1142
Fold10_200x_PE_samples_TRANSABBYS,0.50,675
Fold10_200x_PE_samples_TRINITY,1.00,1395
Fold10_200x_PE_samples_TRINITY,0.99,1365
Fold10_200x_PE_samples_TRINITY,0.98,1310
Fold10_200x_PE_samples_TRINITY,0.97,1248
Fold10_200x_PE_samples_TRINITY,0.96,1197
Fold10_200x_PE_samples_TRINITY,0.95,1145
Fold10_200x_PE_samples_TRINITY,0.94,1104
Fold10_200x_PE_samples_TRINITY,0.93,1074
Fold10_200x_PE_samples_TRINITY,0.92,1036
Fold10_200x_PE_samples_TRINITY,0.91,1001
Fold10_200x_PE_samples_TRINITY,0.90,972
Fold10_200x_PE_samples_TRINITY,0.80,752
Fold10_200x_PE_samples_TRINITY,0.70,593
Fold10_200x_PE_samples_TRINITY,0.60,500
Fold10_200x_PE_samples_TRINITY,0.50,366
Fold11_200x_PE_samples_BINPACKER,1.00,653
Fold11_200x_PE_samples_BINPACKER,0.99,564
Fold11_200x_PE_samples_BINPACKER,0.98,528
Fold11_200x_PE_samples_BINPACKER,0.97,507
Fold11_200x_PE_samples_BINPACKER,0.96,490
Fold11_200x_PE_samples_BINPACKER,0.95,481
Fold11_200x_PE_samples_BINPACKER,0.94,468
Fold11_200x_PE_samples_BINPACKER,0.93,464
Fold11_200x_PE_samples_BINPACKER,0.92,456
Fold11_200x_PE_samples_BINPACKER,0.91,449
Fold11_200x_PE_samples_BINPACKER,0.90,445
Fold11_200x_PE_samples_BINPACKER,0.80,403
Fold11_200x_PE_samples_BINPACKER,0.70,374
Fold11_200x_PE_samples_BINPACKER,0.60,329
Fold11_200x_PE_samples_BINPACKER,0.50,231
Fold11_200x_PE_samples_BRIDGER,1.00,510
Fold11_200x_PE_samples_BRIDGER,0.99,472
Fold11_200x_PE_samples_BRIDGER,0.98,454
Fold11_200x_PE_samples_BRIDGER,0.97,436
Fold11_200x_PE_samples_BRIDGER,0.96,426
Fold11_200x_PE_samples_BRIDGER,0.95,417
Fold11_200x_PE_samples_BRIDGER,0.94,403
Fold11_200x_PE_samples_BRIDGER,0.93,394
Fold11_200x_PE_samples_BRIDGER,0.92,392
Fold11_200x_PE_samples_BRIDGER,0.91,385
Fold11_200x_PE_samples_BRIDGER,0.90,379
Fold11_200x_PE_samples_BRIDGER,0.80,350
Fold11_200x_PE_samples_BRIDGER,0.70,327
Fold11_200x_PE_samples_BRIDGER,0.60,288
Fold11_200x_PE_samples_BRIDGER,0.50,200
Fold11_200x_PE_samples_CSTONE,1.00,300
Fold11_200x_PE_samples_CSTONE,0.99,276
Fold11_200x_PE_samples_CSTONE,0.98,274
Fold11_200x_PE_samples_CSTONE,0.97,268
Fold11_200x_PE_samples_CSTONE,0.96,267
Fold11_200x_PE_samples_CSTONE,0.95,266
Fold11_200x_PE_samples_CSTONE,0.94,266
Fold11_200x_PE_samples_CSTONE,0.93,264
Fold11_200x_PE_samples_CSTONE,0.92,264
Fold11_200x_PE_samples_CSTONE,0.91,264
Fold11_200x_PE_samples_CSTONE,0.90,263
Fold11_200x_PE_samples_CSTONE,0.80,254
Fold11_200x_PE_samples_CSTONE,0.70,239
Fold11_200x_PE_samples_CSTONE,0.60,219
Fold11_200x_PE_samples_CSTONE,0.50,145
Fold11_200x_PE_samples_IDBA,1.00,418
Fold11_200x_PE_samples_IDBA,0.99,418
Fold11_200x_PE_samples_IDBA,0.98,418
Fold11_200x_PE_samples_IDBA,0.97,416
Fold11_200x_PE_samples_IDBA,0.96,412
Fold11_200x_PE_samples_IDBA,0.95,411
Fold11_200x_PE_samples_IDBA,0.94,407
Fold11_200x_PE_samples_IDBA,0.93,402
Fold11_200x_PE_samples_IDBA,0.92,401
Fold11_200x_PE_samples_IDBA,0.91,398
Fold11_200x_PE_samples_IDBA,0.90,390
Fold11_200x_PE_samples_IDBA,0.80,313
Fold11_200x_PE_samples_IDBA,0.70,254
Fold11_200x_PE_samples_IDBA,0.60,222
Fold11_200x_PE_samples_IDBA,0.50,179
Fold11_200x_PE_samples_MEGAHIT,1.00,453
Fold11_200x_PE_samples_MEGAHIT,0.99,447
Fold11_200x_PE_samples_MEGAHIT,0.98,444
Fold11_200x_PE_samples_MEGAHIT,0.97,443
Fold11_200x_PE_samples_MEGAHIT,0.96,438
Fold11_200x_PE_samples_MEGAHIT,0.95,432
Fold11_200x_PE_samples_MEGAHIT,0.94,427
Fold11_200x_PE_samples_MEGAHIT,0.93,424
Fold11_200x_PE_samples_MEGAHIT,0.92,422
Fold11_200x_PE_samples_MEGAHIT,0.91,417
Fold11_200x_PE_samples_MEGAHIT,0.90,412
Fold11_200x_PE_samples_MEGAHIT,0.80,317
Fold11_200x_PE_samples_MEGAHIT,0.70,254
Fold11_200x_PE_samples_MEGAHIT,0.60,220
Fold11_200x_PE_samples_MEGAHIT,0.50,177
Fold11_200x_PE_samples_MERGEPIPE,1.00,173467
Fold11_200x_PE_samples_MERGEPIPE,0.99,126951
Fold11_200x_PE_samples_MERGEPIPE,0.98,92257
Fold11_200x_PE_samples_MERGEPIPE,0.97,75244
Fold11_200x_PE_samples_MERGEPIPE,0.96,67471
Fold11_200x_PE_samples_MERGEPIPE,0.95,63793
Fold11_200x_PE_samples_MERGEPIPE,0.94,60990
Fold11_200x_PE_samples_MERGEPIPE,0.93,59192
